Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Characteristics[Nr]	Term Source REF	Term Accession Number	Factor Value[Species]	Term Source REF	Term Accession Number	Factor Value[Tissue]	Term Source REF	Term Accession Number	Factor Value[Harvest Date]	Term Source REF	Term Accession Number	Factor Value[Plot]	Term Source REF	Term Accession Number	Factor Value[Diversity]	Unit	Term Source REF	Term Accession Number	Factor Value[Local Diversity]	Unit	Term Source REF	Term Accession Number
Ccam_N9_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L76_Ccam_N9_1414	_076			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R76_Ccam_N9_1414	_076			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_N9_0007	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E77_Dold_N9_0007	_077			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_N9_0007	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L77_Dold_N9_0007	_077			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_N9_0007	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R77_Dold_N9_0007	_077			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_0107	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E78_Ccam_N9_0107	_078			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_0107	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L78_Ccam_N9_0107	_078			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_0107	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R78_Ccam_N9_0107	_078			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_1614	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E79_Ccam_N9_1614	_079			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_1614	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L79_Ccam_N9_1614	_079			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_1614	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R79_Ccam_N9_1614	_079			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1615	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E80_Ssup_N9_1615	_080			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1615	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L80_Ssup_N9_1615	_080			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1615	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R80_Ssup_N9_1615	_080			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	30.03.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_0608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E81_Cgla_N9_0608	_081			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_0608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L81_Cgla_N9_0608	_081			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_0608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R81_Cgla_N9_0608	_081			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_0609	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E82_Ssup_N9_0609	_082			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_0609	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L82_Ssup_N9_0609	_082			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_0609	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R82_Ssup_N9_0609	_082			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_S7_0012	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E83_Ssup_S7_0012	_083			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_S7_0012	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L83_Ssup_S7_0012	_083			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_S7_0012	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R83_Ssup_S7_0012	_083			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_S7_0111	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E84_Dold_S7_0111	_084			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_S7_0111	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L84_Dold_S7_0111	_084			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_S7_0111	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R84_Dold_S7_0111	_084			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	04.04.19			S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
ACN	Solvent						-			Sample collection	ACN	_0CN																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
MM8	standard mix						-			Sample collection	MM8	_0M8																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_bottle_1	blank						-			Sample collection	Empty_bottle_1	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_bottle_2	blank						-			Sample collection	Empty_bottle_2	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_bottle_3	blank						-			Sample collection	Empty_bottle_3	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_bottle_4	blank						-			Sample collection	Empty_bottle_4	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_solution_1	blank						-			Sample collection	Empty_solution_1	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_solution_2	blank						-			Sample collection	Empty_solution_2	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_solution_3	blank						-			Sample collection	Empty_solution_3	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Empty_Solution_5	blank						-			Sample collection	Empty_Solution_5	Empty																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Extract_Blank_1	blank						-			Sample collection	Extract_Blank_1	Extract																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Extract_Blank_2	blank						-			Sample collection	Extract_Blank_2	Extract																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Extract_Blank_3	blank						-			Sample collection	Extract_Blank_3	Extract																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Extract_Blank_4	blank						-			Sample collection	Extract_Blank_4	Extract																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
LBlank1	blank						-			Sample collection	LBlank1	LBlank1																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
LBlank2	blank						-			Sample collection	LBlank2	LBlank2																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
LBlank3	blank						-			Sample collection	LBlank3	LBlank3																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
LBlank4	blank						-			Sample collection	LBlank4	LBlank4																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
RBlank1	blank						-			Sample collection	RBlank1	RBlank1																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
RBlank2	blank						-			Sample collection	RBlank2	RBlank2																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
RBlank3	blank						-			Sample collection	RBlank3	RBlank3																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
RBlank4	blank						-			Sample collection	RBlank4	RBlank4																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Water_1	blank						-			Sample collection	Water_1	Water																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Water_2	blank						-			Sample collection	Water_2	Water																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Water_3	blank						-			Sample collection	Water_3	Water																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Water_4	blank						-			Sample collection	Water_4	Water																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Water_5	blank						-			Sample collection	Water_5	Water																count unit	UO	http://purl.obolibrary.org/obo/UO_0000189		count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
